,Address,Lat,Long,Area,Asking,Bathrooms,Bedrooms,Built Year,Developer,District,facilities,Floor,Furnish,HDB Town,Model,No. of Units,Property Name,Property Type,PSF,Tenure,X-Valuation,DistrictValue
1592,Chuan Drive,1.362381587,103.8664017,NA,2680000,NA,9,2003,NA,D19 - Hougang / Punggol / Sengkang,Corner Unit|Private Garden,NA,NA,NA,Corner Terrace,NA,Chuan Drive,Terrace,NA,LEASEHOLD/99 years,NA,19
1593,Seletar Green Walk,1.380384543,103.8751772,NA,2900000,4,5+1,2011,Singapore United Estates Pte Ltd,D28 - Seletar / Yio Chu Kang,Air Conditioning|Bathtub|Intercom|Water Heater|Cooker Hob/hood|Maidsroom|Garage,NA,Partially Furnished,NA,N.a,78,Luxus Hills,Terrace,NA,999 years,NA,28
1594,Merryn Road,1.32496733,103.8227405,NA,10500000,NA,6,NA,NA,D11 - Newton / Novena,Corner Unit|Air Conditioning|Cooker Hob/hood|Bathtub|Water Heater|Garage|Maidsroom|Walk-in-wardrobe,NA,NA,NA,Detached,NA,Dunearn Estate,Detached,NA,FREEHOLD,NA,11
1595,701 West Coast Road (120701),1.307600674,103.7613687,9,415000,NA,3,1980,NA,NA,Corner Unit|Air Conditioning|Cooker Hob/hood|Water Heater,NA,NA,Clementi,Model A,NA,West Coast Road,HDB 4 Rooms,415,LEASEHOLD/99 years,NA,NA
1596,231 Pasir Ris Drive 4 (510231),NA,NA,12,475000,2,3,1993,NA,NA,Renovated|Air Conditioning|Water Heater,NA,Fully Furnished,Pasir Ris,Improved,NA,Pasir Ris Drive 4,HDB 5 Rooms,350,LEASEHOLD/99 years,NA,NA
1597,760 Bedok Reservoir Road (479245),NA,NA,1291,1580000,3,3,2011,FCL Peak Pte Ltd,D16 - Bedok / Upper East Coast,Swimming Pool|Gymnasium|Barbecue Area|Club House|Tennis Court|Park/greenery View|Air-conditioning|Flooring For Bedroom|Wardrobe|Flooring For Living/dining|Kitchen|Balcony,NA,Not Furnished,NA,Condominium,405,Waterfront Waves,Condominium,1224,LEASEHOLD/99 years,NA,16
1598,694 Jurong West Central 1 (640694),1.343025817,103.7068796,12,548000,2,4,1998,NA,NA,Renovated|Cooker Hob/hood|Water Heater|Balcony,NA,Fully Furnished,Jurong West,Model A,NA,Jurong West Central 1,HDB 5 Rooms,414,LEASEHOLD/99 years,NA,NA
1599,3 Sandilands Road (546066),1.361602434,103.877977,1840,1630000,NA,3,2010,I Development Pte Ltd,D19 - Hougang / Punggol / Sengkang,Renovated|Air Conditioning,NA,NA,NA,Apartment,20,3 @ Sandilands,Apartment,886,999 years,NA,19
1600,135 Cashew Road (670135),1.374022841,103.7688889,14,728000,2,4,1988,NA,NA,Park/greenery View|Air Conditioning|Water Heater,NA,Fully Furnished,Bukit Panjang,Maisonette,NA,Cashew Road,HDB Executive,463,LEASEHOLD/99 years,NA,NA
1601,32 Fernvale Link (797531),1.392530072,103.8798761,1130,1228000,NA,3,2015,Impac Holdings Pte Ltd,D28 - Seletar / Yio Chu Kang,The Fitness Club|Eco Pond|Cattail's Trail|Jet Pool|Serenity Deck|Sunshine Deck|Discovery Bio-pond|Fitness Station|Nature's Terrace|Whistling Pavilion|Side Gate|Arrival Plaza|The Executive Club|Infinity Lap Pool|The Playscape|Tennis Court|Discovery Playground|Guard House|Discovert Pool|Aqua Gym|Bbq Area|Meandering Pool|Rain Garden|Renovated|Corner Unit|Air Conditioning|Water Heater|Intercom|Cooker Hob/hood|Balcony,NA,NA,NA,Condominium,521,H2O Residences,Condominium,1087,LEASEHOLD/99 years,NA,28
1602,2 St. Martins Drive (257989),1.306205478,103.8245166,573,1500000,1,1,2001,Premier Properties Pte Ltd (Habitat Properties Group),D10 - Tanglin / Holland / Bukit Timah,Club House|Securities|Car Park|Swimming Pool|Landscaped Garden|Gymnasium|Corner Unit|Park/greenery View|Renovated|Cooker Hob/hood|Water Heater|Intercom|Air Conditioning,NA,NA,NA,Condominium,82,St. Martin Residence,Condominium,2618,FREEHOLD,NA,10
1603,28 Jalan Lempeng (128807),1.318239212,103.761904,538,898000,1,1,NA,Clementi Development Pte Ltd,D5 - Buona Vista / West Coast / Clementi New Town,Swimming Pool View|Air Conditioning|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony,NA,Partially Furnished,NA,Condominium,755,The Trilinq,Condominium,1669,LEASEHOLD/99 years,NA,5
1604,Grace Walk,1.358510186,103.8688875,4370,3550000,5,5,2013,NA,D19 - Hougang / Punggol / Sengkang,Renovated|Air Conditioning|Cooker Hob/hood|Private Lift|Balcony|Roof Terrace,NA,Not Furnished,NA,Cluster House,NA,Verdana Villas,Semi-Detached,812,FREEHOLD,NA,19
1605,30 Pasir Ris Link (518147),1.377500766,103.9594207,1098,1288000,3,3+1,2015,Hoi Hup Sunway Pasir Ris Pte Ltd,D18 - Pasir Ris / Tampines,Pavilion|Sun Deck|Bbq Corner|Taichi Lawn|Clubhouse|Adventure Playground|50M Lap Pool|Tennis Hard Court With Arcylic Coating System|Management Office|Fragrance Garden|Bin Centre And Substation|Bio-pond|Water Jets Platform|Pedestrian Side Gate|Children's Fun Pool|Sunset Pool With Jacuzzi Seats|Guard House|Main Drop-off|Family Pool|Jogging Track|Reading Corner|Entrance Plaza|Children Playground|Fitness Station|Corner Unit|Sea View|Air Conditioning|Bathtub|Cooker Hob/hood|Balcony,NA,Not Furnished,NA,Condominium,376,Sea Esta,Condominium,1173,LEASEHOLD/99 years,NA,18
1606,545 Jurong West Street 42 (640545),1.352274236,103.7152501,10,330000,2,3,1985,NA,NA,Original Condition|Park/greenery View|Cooker Hob/hood,NA,NA,Jurong West,NA,NA,Jurong West Street 42,HDB 4 Rooms,298,LEASEHOLD/30 years,NA,NA
1607,227C Compassvale Drive (543227),NA,NA,10,360000,2,3,NA,NA,NA,Air Conditioning|Air Conditioning|Water Heater|Bombshelter,NA,Partially Furnished,Sengkang,Model A,NA,Compassvale Drive,HDB 4 Rooms,331,LEASEHOLD/99 years,NA,NA
1608,712 Upper Changi Road East (486842),1.344656399,103.9638324,1216,1350000,2,3,1998,Allgreen Properties Ltd,D16 - Bedok / Upper East Coast,Club House|Tennis Court|Wadpool|Play Ground|Car Park|Gymnasium|Barbecue Area|Swimming Pool|Securities|Fitness Area|Renovated|Cooker Hob/hood|Water Heater|Air Conditioning|Air-conditioning|Flooring For Living/dining|Flooring For Bedroom|Wardrobe|Kitchen,NA,Fully Furnished,NA,Condominium,256,Changi Green,Condominium,1110,FREEHOLD,NA,16
1609,688B Choa Chu Kang Drive (682688),1.403438902,103.7503261,11,395000,2,3,2002,NA,NA,Park/greenery View|Air Conditioning|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony,NA,Partially Furnished,Choa Chu Kang,Improved,NA,Choa Chu Kang Drive,HDB 5 Rooms,334,LEASEHOLD/99 years,NA,NA
1610,290A Bukit Batok Street 24 (652290),1.343254533,103.7565533,10,438000,NA,3,1998,NA,NA,Corner Unit|Renovated|Air Conditioning|Cooker Hob/hood,NA,NA,Bukit Batok,Model A,NA,Bukit Batok Street 24,HDB 4 Rooms,395,LEASEHOLD/99 years,NA,NA
1611,155 Ang Mo Kio Avenue 4 (560155),1.375873004,103.8400655,6,290000,NA,2,1981,NA,NA,Air Conditioning|Cooker Hob/hood,NA,NA,Ang Mo Kio,New Generation,NA,Ang Mo Kio Avenue 4,HDB 3 Rooms,396,LEASEHOLD/99 years,NA,NA
1612,25 Akyab Road (309979),1.32434712,103.8484017,1486,2280000,2,3,2009,UOL Development (Novena) Pte Ltd,D11 - Newton / Novena,Gymnasium|Barbecue Area|Swimming Pool|Jacuzzi|Securities|Fitness Area|Wadpool|City View|Park/greenery View|Air Conditioning|Bathtub|Water Heater|Intercom|Cooker Hob/hood|Wardrobe|Kitchen|Flooring For Bedroom|Air-conditioning|Flooring For Living/dining|Balcony|Bombshelter,NA,NA,NA,Condominium,180,Pavilion 11,Condominium,1534,FREEHOLD,NA,11
1613,1 Fraser Street (189350),1.30013,103.857268,1722,4100000,2,3,2017,Ophir-Rochor Residential Pte. Ltd.,D7 - Beach Road / Bugis / Rochor,50M Lap Pool With Spa Seats|Children's Pool|Patio Gym|Function Room|Outdoor Living Room|Sky Pool|Teppanyaki Terraces|Aqua Gym Equipment|Jacuzzi|Reflective Pool|Gymnasium|Kid's Play Area|Sun Deck|Park/greenery View|Bathtub|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony|Maidsroom,NA,NA,NA,Townhouse,660,Duo Residences,Apartment,2381,LEASEHOLD/99 years,NA,7
1614,277 Bedok South Avenue 3 (465457),1.323292475,103.9450487,915,1420000,2,2,2017,"Far East Organization, Frasers Centrepoint and Sekisui House Ltd",D16 - Bedok / Upper East Coast,Original Condition|Park/greenery View|Air Conditioning|Cooker Hob/hood|Intercom|Balcony|Maidsroom|Walk-in-wardrobe,NA,NA,NA,Condominium,752,eCO,Condominium,1552,LEASEHOLD/99 years,NA,16
1615,8 Lorong 7 Geylang (388792),1.312688292,103.8759928,1109,1288000,NA,2,2014,Trident Development Pte Ltd,D14 - Eunos / Geylang / Paya Lebar,Corner Unit|Air Conditioning|Cooker Hob/hood|Intercom|Jacuzzi|Water Heater,NA,NA,NA,Apartment,78,Centra Residence,Apartment,1161,FREEHOLD,NA,14
1616,12 Upper Serangoon Crescent (534030),1.379268735,103.9031185,1367,1600000,3,4,NA,Benefit Investments Pte. Ltd.,D19 - Hougang / Punggol / Sengkang,Miniature Golf|Table Tennis Room|Discovery Pavilion|Dip Pool|Reading Corner|Camping Lawn|Function Room|Patio Living Terrace|Lagoon Spa|Palm Garden|Stream Of Stars|Yoga Pod|Peak Pavilion|Floating Pontoon Decks|Wi-fi Pod|Grand Pavilion|Cabanas|Floating Pavilion|Sun Deck|Reflexology Walk|Treehouse Playgroud|Party Deck|Interactive Water Feature|Courtyard Water Feature And Sculpture|Patio Dining|Outdoor Living Deck|Bird Spotting And Viewing Deck|Outdoor Fitness|Climbing Cubes|Reading Room|Tea Party Lounge|Start Gazing Lawn|50 M Lap Pool|Aroma-peutic Garden|Rain Garden|Gymnasium|Water Garden|Bbq|Water Hammocks|Aqua Deck|Play Pool|Koi Pond|Dance Deck|Flying Fox|Kinetic Water Feature|Lawn Hammocks|Timber Board Walk|Island Planting|Outdoor Dym|Audio Visual Room|Kids' Spa|Tennis Court|Children Play Area|Mini Theater And Stage Of Tales|Bbq Pod|Jungle Gym|Water Swings|Outdoor Dining|Green Trellis|Outdoor Dining Lounge|Bar Counter|Island Swirl Spa|Children's Project Area|Outdoor Breafast Patio|Paddle Bpats|Jogging Track|Renovated|Air Conditioning|Water Heater|Cooker Hob/hood,NA,Fully Furnished,NA,Condominium,920,Riversails,Condominium,1170,LEASEHOLD/99 years,NA,19
1617,Jalan Ketumbit,1.385544622,103.8630058,NA,3098888,5,4,2013,BUKIT SEMABWANG ESTATES LIMITED,D28 - Seletar / Yio Chu Kang,Renovated|Bathtub|Intercom|Cooker Hob/hood|Water Heater|Air Conditioning|Outdoor Patio|Bombshelter|Balcony|Maidsroom|Walk-in-wardrobe|Terrace|Roof Terrace,NA,Partially Furnished,NA,Inter Terrace,NA,Seletar Hills Estate,Terrace,NA,999 years,NA,28
1618,9 Yio Chu Kang Road (545523),1.354581369,103.8768865,1529,1850000,2,3,NA,RP North Pte Ltd / RP Properties Pte Ltd / Roxy-Pacific Developments Pte Ltd,D19 - Hougang / Punggol / Sengkang,Renovated|Air Conditioning|Intercom|Private Pool|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony|Maidsroom,NA,Partially Furnished,NA,Apartment,140,Space @ Kovan,Apartment,1210,FREEHOLD,NA,19
1619,89 Yishun Street 81 (768449),NA,NA,1249,850000,2,3,NA,Goodview Properties Pte Ltd (Far East),D27 - Sembawang / Yishun,Squash Court|Car Park|Tennis Court|Play Ground|Jacuzzi|Fitness Area|Barbecue Area|Swimming Pool|Securities|Gymnasium|Club House|Wadpool|Multi Purpose Hall|Renovated|Park/greenery View|Air Conditioning|Air Conditioning|Water Heater|Flooring For Bedroom|Wardrobe|Kitchen|Flooring For Living/dining|Balcony,NA,Partially Furnished,NA,Condominium,615,Orchid Park Condominium,Condominium,681,LEASEHOLD/99 years,NA,27
1620,18 Leedon Heights (267938),1.313453076,103.802232,4704,9260000,5,5,2015,Leedon Residence Development Pte Ltd,D10 - Tanglin / Holland / Bukit Timah,The Gym|Water Features|The Forest Walk|Reflective Pool|Pavillions|The Club|Pool Cabanas|The Dining Lounge|Jacuzzi|Kids’ Pool|Tree Grove|Tree Avenue|The Grill|Tennis Courts|Discovery Playground|Lap Pool|Fitness Corner|Arrival Court|Recreational Garden|Bathtub|Air Conditioning|Cooker Hob/hood|Private Pool|Intercom|Water Heater|Balcony|Walk-in-wardrobe|Outdoor Patio,NA,NA,NA,Condominium,381,Leedon Residence,Condominium,1969,FREEHOLD,NA,10
1621,5 Seletar Road (807013),1.387159286,103.8698329,603,8.00E+05,1,1,NA,Far East Square Pte. Ltd.,D28 - Seletar / Yio Chu Kang,Swimming Pool View|Renovated|Air Conditioning|Intercom|Air Conditioning|Water Heater|Bombshelter|Balcony,NA,Partially Furnished,NA,Condominium,319,The Greenwich,Condominium,1327,LEASEHOLD/99 years,NA,28
1622,Kew Drive,1.32067136,103.951353,NA,3480000,4,4,1997,NA,D16 - Bedok / Upper East Coast,Renovated|Cooker Hob/hood|Air Conditioning|Water Heater|Maidsroom|Walk-in-wardrobe|Private Garden,NA,Partially Furnished,NA,Inter Terrace,NA,Kew Drive,Terrace,NA,FREEHOLD,NA,16
1623,Elite Terrace,1.316893225,103.9239933,3864,2778300,4,4,2018,TIEC Holdings Pte Ltd,D15 - East Coast / Marine Parade,City View|Cooker Hob/hood|Air Conditioning|Outdoor Patio|Bombshelter|Balcony|Maidsroom|Garage|Walk-in-wardrobe|Terrace|Private Garden|Roof Terrace,NA,Partially Furnished,NA,Cluster House,8,Elite Residences,Terrace,719,FREEHOLD,NA,15
1624,503 Woodlands Drive 14 (730503),1.432514192,103.791786,12,440000,2,4,1998,NA,NA,Air Conditioning|Cooker Hob/hood|Air Conditioning|Water Heater,NA,Fully Furnished,Woodlands,Improved,NA,Woodlands Drive 14,HDB 5 Rooms,332,LEASEHOLD/99 years,NA,NA
1625,19 Mount Sophia (228474),1.301525415,103.8469589,570,1180000,NA,1,NA,Hoi Hup Sunway Mount Sophia Pte Ltd,D9 - Orchard / River Valley,Bin Centre|Reflective Pool|Jacuzzi|Adventure Playground|Jogging Path|Timber Deck|Sunning Deck|Steps Cascades|Games Room|Fitness Stations|Pavilion|Lagoon Pool|Toddler's Playground|Childcare Drop-off Plaza|50M Lap Pool|Main Entrance Drop-off Plaza|Multi-purpose Media Room|Water Wall|Lounge|Children's Pool|Water Cascades|Mountain Terraces|Bbq Corner|Internet Corner|The Sophia Mirror Pool|Guardhouse|Vantage Deck|Gymnasium|Conserved Building: Childcare/kindergarten|Male And Female Changing And Steam Rooms|Residents' Side Gate|Bio-pond|Conserved Building: Restaurant|Substation|Function Rooms|The Sophia Grand Staircase|Children's Water Play|Yoga Decks|Seating Corner|Clubhouse Drop-off Plaza|Management Office|Air Conditioning|Cooker Hob/hood|Intercom|Water Heater|Balcony,NA,NA,NA,Condominium,493,Sophia Hills,Condominium,2070,LEASEHOLD/99 years,NA,9
1626,Terang Bulan Avenue,1.322306731,103.9248799,NA,3600000,6,6,1998,NA,D15 - East Coast / Marine Parade,Original Condition|Outdoor Patio,NA,Not Furnished,NA,Corner Terrace,182,Opera Estate,Terrace,NA,FREEHOLD,NA,15
1627,84 Upper Serangoon View (533876),1.37610579,103.9041942,850,1085000,2,3,2018,Kingsford Property Development Pte Ltd,D19 - Hougang / Punggol / Sengkang,Sea View|Park/greenery View|Swimming Pool View|Air Conditioning|Water Heater|Cooker Hob/hood|Balcony,NA,Partially Furnished,NA,Apartment,1165,Kingsford Waterbay,Apartment,1276,LEASEHOLD/99 years,NA,19
1628,60 MARINE PARADE ROAD (449297),1.301149281,103.9039183,2852,2899000,4,4,NA,Marine Parade View Pte Ltd (Centerpoint Homes),D15 - East Coast / Marine Parade,Swimming Pool|Gymnasium|Jacuzzi|Car Park|Barbecue Area|Club House|Play Ground|Tennis Court|Renovated|Park/greenery View|Sea View|City View|Swimming Pool View|Air Conditioning|Corner Unit|Water Heater|Intercom|Cooker Hob/hood|Air Conditioning|Flooring For Living/dining|Flooring For Bedroom|Balcony|Walk-in-wardrobe|Roof Terrace|Maidsroom,NA,Not Furnished,NA,Condominium,612,Cote D'Azur,Condominium,1016,LEASEHOLD/99 years,NA,15
1629,94B Bedok North Avenue 4 (461094),1.333958334,103.9428835,14,680000,2,4,1993,NA,NA,Corner Unit|Renovated|Park/greenery View|Air Conditioning|Cooker Hob/hood|Water Heater|Balcony,NA,NA,Bedok,Executive Apartment,NA,Bedok North Avenue 4,HDB Executive,448,LEASEHOLD/99 years,NA,NA
1630,276 Toh Guan Road (600276),1.34094594,103.7474502,12,650000,NA,3,1998,NA,NA,Air Conditioning|Water Heater,NA,NA,Jurong East,NA,NA,Toh Guan Road,HDB 5 Rooms,499,LEASEHOLD/99 years,NA,NA
1631,23 Marina Way (018979),1.277224256,103.8536949,1109,2400000,NA,2,NA,MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd,D1 - Boat Quay / Raffles Place / Marina,Park/greenery View|Sea View,NA,Partially Furnished,NA,Apartment,1042,Marina One Residences,Apartment,2164,LEASEHOLD/99 years,NA,1
1632,306 Anchorvale Link (540306),1.390450203,103.8883946,11,450000,2,3,2002,NA,NA,City View|Air Conditioning|Water Heater|Cooker Hob/hood|Bombshelter,NA,NA,Sengkang,Improved,NA,Anchorvale Link,HDB 5 Rooms,380,LEASEHOLD/99 years,NA,NA
1633,372 Pasir Panjang Road (118709),1.290969859,103.7740381,958,1250000,2,2+1,2008,Hoi Hup J. V. Development Pte Ltd,D5 - Buona Vista / West Coast / Clementi New Town,Barbecue Area|Gymnasium|Swimming Pool|Fitness Area|Jacuzzi|Swimming Pool View|Air Conditioning|Cooker Hob/hood|Air Conditioning|Water Heater|Wardrobe|Flooring For Bedroom|Kitchen|Air-conditioning|Flooring For Living/dining|Balcony|Bombshelter,NA,Partially Furnished,NA,Condominium,88,The Foliage,Condominium,1305,FREEHOLD,NA,5
1634,MARLENE AVENUE,1.360300642,103.8715071,NA,3500000,4,6,1993,NA,D19 - Hougang / Punggol / Sengkang,Renovated|Park/greenery View|Air Conditioning|Cooker Hob/hood|Air Conditioning|Balcony,NA,Partially Furnished,NA,Inter Terrace,NA,MARLENE AVENUE,Terrace,NA,FREEHOLD,NA,19
1635,20 St. Georges Road (321020),1.324736165,103.8628602,6,370000,NA,2,1984,NA,NA,,NA,NA,Kallang/Whampoa,NA,NA,St. Georges Road,HDB 3 Rooms,513,LEASEHOLD/99 years,NA,NA
1636,91 Tampines Avenue 1 (528690),1.348753842,103.9263375,926,1.00E+06,2,2,2014,Sim Lian (Tampines One) Pte. Ltd,D18 - Pasir Ris / Tampines,Sea View|Park/greenery View|Air Conditioning|Water Heater|Cooker Hob/hood|Balcony,NA,Partially Furnished,NA,Condominium,696,Waterview,Condominium,1080,LEASEHOLD/99 years,NA,18
1637,5 Keppel Bay Drive (098014),1.264121466,103.8159536,2777,11888888,5,4,2016,Keppel Bay Pte Ltd,D4 - Sentosa / Harbourfront,Water Feature|Public Promenade|Play Area|Jacuzzi / Hydro Spa|Changing Rooms|Clubhouse|Kid's Pool / Splash Pool With Jumping Jets|Reflective Pools|Bbq Area|Tennis Court|50M Lap Pool|Pathway / Forest Walk|Sea View|Renovated|Air Conditioning|Cooker Hob/hood|Intercom|Private Lift|Bathtub|Hairdryer|Water Heater|Balcony|Maidsroom|Walk-in-wardrobe,NA,Fully Furnished,NA,Condominium,366,Corals At Keppel Bay,Condominium,4281,LEASEHOLD/99 years,NA,4
1638,153 Ang Mo Kio Avenue 5 (560153),1.376364655,103.842061,9,415000,2,3,1981,NA,NA,Corner Unit|Air Conditioning|Water Heater|Cooker Hob/hood,NA,Partially Furnished,Ang Mo Kio,New Generation,NA,Ang Mo Kio Avenue 5,HDB 4 Rooms,415,LEASEHOLD/99 years,NA,NA
1639,32 Fernvale Link (797531),1.392530072,103.8798761,1130,1242000,NA,3,2015,Impac Holdings Pte Ltd,D28 - Seletar / Yio Chu Kang,Bbq Area|Infinity Lap Pool|Meandering Pool|The Playscape|Rain Garden|The Executive Club|Cattail's Trail|The Fitness Club|Arrival Plaza|Aqua Gym|Side Gate|Jet Pool|Discovery Bio-pond|Whistling Pavilion|Tennis Court|Nature's Terrace|Sunshine Deck|Discovery Playground|Guard House|Eco Pond|Discovert Pool|Serenity Deck|Fitness Station|Air Conditioning|Water Heater,NA,NA,NA,Condominium,521,H2O Residences,Condominium,1099,LEASEHOLD/99 years,NA,28
1640,Crescent Road,1.308651637,103.8926168,NA,13498000,6,6,1997,NA,D15 - East Coast / Marine Parade,Park/greenery View|Air Conditioning|Water Heater|Outdoor Patio|Terrace,NA,Partially Furnished,NA,Detached,NA,Crescent Road,Detached,NA,FREEHOLD,NA,15
1641,899C Woodlands Drive 50 (732899),1.436570776,103.7952529,9,369999,NA,3,NA,NA,NA,,NA,NA,Woodlands,Model A,NA,Woodlands Drive 50,HDB 4 Rooms,347,LEASEHOLD/99 years,NA,NA
1642,8 Amber Road (439853),1.299599,103.898024,4101,8130000,4,4,2015,CS Amber Development Pte. Ltd.,D15 - East Coast / Marine Parade,Sky Terrace|Feature Green Wall|Jacuzzi|48M Lap Pool|Bbq Area|Pool Deck|Hammock Lounge|Drop Off Water Feature|Steam Room|Gym|Poolside Water Feature|Poolside Shower|Cascade Planter|Children's Topo Playground|Main Entrance|Clubhouse|Guard House|Dining Pavilion|Kid's Pool|Drop Off And Waiting Area|Renovated|Park/greenery View|Sea View|City View|Swimming Pool View|Air Conditioning|Corner Unit|Water Heater|Intercom|Cooker Hob/hood|Air Conditioning|Private Pool|Private Lift|Balcony|Walk-in-wardrobe|Roof Terrace|Maidsroom|Terrace,NA,Partially Furnished,NA,Apartment,109,Amber Skye,Apartment,1982,FREEHOLD,NA,15
1643,29 Keppel Bay View (098417),1.266618988,103.8103713,1033,2250000,1,2+1,2011,Keppel Bay Pte Ltd,D4 - Sentosa / Harbourfront,Club House|Jacuzzi|Wadpool|Swimming Pool|Landscaped Garden|Tennis Court|Gymnasium|Securities|Corner Unit|Sea View|Swimming Pool View|Original Condition|Bathtub|Intercom|Water Heater|Cooker Hob/hood|Air Conditioning|Wardrobe|Air-conditioning|Kitchen|Balcony,NA,Partially Furnished,NA,Condominium,1129,Reflections At Keppel Bay,Condominium,2178,LEASEHOLD/99 years,NA,4
1644,445A Fernvale Road (791445),1.392095793,103.8744023,9,460000,2,3,NA,NA,NA,Corner Unit|Park/greenery View|Renovated|Air Conditioning|Cooker Hob/hood|Water Heater|Bombshelter,NA,Partially Furnished,Sengkang,Model A,NA,Fernvale Road,HDB 4 Rooms,455,LEASEHOLD/99 years,NA,NA
1645,1 Sengkang East Avenue (544811),1.381284454,103.9028776,1163,1198000,2,NA,NA,Qingjian Realty (Sengkang) Pte Ltd,D19 - Hougang / Punggol / Sengkang,Lounge|Sauna|Hydro Spa|Spa Pavillion|Clubhouse|Wading Pool|Entrance Water Feature|Hydro Fitness Pool|Inifinity Swimming Pool|Outdoor Cafeteria|Children Playground|Water  Terrace|Outdoor Gym|Tennis Courts|Gym|Function Room|Renovated|Air Conditioning|Water Heater|Cooker Hob/hood,NA,Not Furnished,NA,Condominium,590,Riversound Residence,Condominium,1030,LEASEHOLD/99 years,NA,19
1646,280 Ocean Drive (098451),1.245351016,103.8436142,4058,6380000,NA,5+1,2009,Ho Bee Cove Pte Ltd,D4 - Sentosa / Harbourfront,Sea View|Swimming Pool View|Air Conditioning|Cooker Hob/hood|Intercom|Private Pool|Private Lift|Bathtub|Hairdryer|Water Heater|Balcony|Bombshelter|Maidsroom|Terrace,NA,NA,NA,Condominium,249,The Coast at Sentosa Cove,Condominium,1572,LEASEHOLD/99 years,NA,4
1647,186 Bishan Street 13 (570186),1.34932392,103.8525832,14,930000,3,3,NA,NA,NA,Renovated|Air Conditioning|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony|Walk-in-wardrobe,NA,Partially Furnished,Bishan,Maisonette,NA,Bishan Street 13,HDB Executive,585,LEASEHOLD/99 years,NA,NA
1648,677C Jurong West Street 64 (643677),1.345368208,103.7048428,11,440000,2,3,2008,NA,NA,Corner Unit|Air Conditioning|Cooker Hob/hood|Water Heater|Bombshelter,NA,Fully Furnished,Jurong West,Model A,NA,Jurong West Street 64,HDB 5 Rooms,372,LEASEHOLD/99 years,NA,NA
1649,6 Sinaran Drive (307468),1.319436674,103.8450562,4930,9500000,4,4,2011,Riverside Investments Pte Ltd,D11 - Newton / Novena,Landscaped Garden|Wadpool|Gymnasium|Tennis Court|Fitness Area|Swimming Pool|Securities|City View|Renovated|Park/greenery View|Swimming Pool View|Air Conditioning|Cooker Hob/hood|Intercom|Jacuzzi|Bathtub|Water Heater|Wardrobe|Air-conditioning|Kitchen|Flooring For Bedroom|Flooring For Living/dining|Walk-in-wardrobe|Roof Terrace,NA,Partially Furnished,NA,Penthouse,417,Soleil @ Sinaran,Condominium,1927,LEASEHOLD/99 years,NA,11
1650,176A Orchard Road (238844),1.301930308,103.8398132,1173,2200000,NA,2,1983,NA,D9 - Orchard / River Valley,City View|Renovated|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony,NA,NA,NA,Apartment,NA,Centrepoint Apartments,Apartment,1876,LEASEHOLD/99 years,NA,9
1651,2 Sims Drive (387386),1.319596249,103.8810142,1130,1575300,2,3,2017,Sims Urban Oasis Pte Ltd,D14 - Eunos / Geylang / Paya Lebar,Air Conditioning|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony,NA,Partially Furnished,NA,Condominium,1024,Sims Urban Oasis,Condominium,1394,LEASEHOLD/99 years,NA,14
1652,47 Jervois Road (247656),1.293848443,103.8215655,1475,2551000,2,3,2016,Singland Development (Jervois) Pte Ltd,D10 - Tanglin / Holland / Bukit Timah,Al Fresco Dining Deck|Jacuzzi Pool|Tranquil Hideaway|Lap Pool|Meditation Deck|Discovery Bio Pond|Kid's Play Zone|Jacuzzi Deck|Secret Garden Walk|Golfer's Green|Hammock Island|Guardhouse|Kid's Water Jet Pool|Play Lawn|Lounge Terrace|Indoor Gym|Key Hold Garden|Main Entrance Water Feature|Pool Shower|Side Gate|Shallow Pool Sundeck|Sunken Bbq Pavilion|Club House|Picnic Lawn|Fitness Fiesta Stations|Sun Deck|Indoor Gym|Entertainment Pavilion|Jungle Jacuzzi|Changing Rooms With Landscape|Arrival Court|Entrance Court|Alfresco Party Deck|Reflective Courtyard|Kid's Play Wall|Male And Female Toilets & Changing Room|Swimming Pool View|Park/greenery View|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony,NA,Partially Furnished,NA,Condominium,109,Mon Jervois,Condominium,1729,LEASEHOLD/99 years,NA,10
1653,347B Yishun Avenue 11 (762347),1.427433069,103.8422901,9,622000,2,3,NA,NA,NA,Renovated|Air Conditioning|Park/greenery View|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony,NA,Fully Furnished,Yishun,Model A,NA,Adora Green,HDB 4 Rooms,628,LEASEHOLD/99 years,NA,NA
