,Address,Lat,Long,Area,Asking,Bathrooms,Bedrooms,Built Year,Developer,District,facilities,Floor,Furnish,HDB Town,Model,No. of Units,Property Name,Property Type,PSF,Tenure,X-Valuation,DistrictValue
1000,Upper Toh Tuck Terrace,1.337071104,103.7685336,NA,5282000,6,5,NA,NA,D21 - Clementi Park / Upper Bukit Timah,Corner Unit|Park/greenery View|Renovated|Air Conditioning|Cooker Hob/hood|Bathtub|Jacuzzi|Water Heater|Balcony,NA,NA,NA,Corner Terrace,NA,Upper Toh Tuck Terrace,Terrace,NA,FREEHOLD,NA,21
1001,3 Central Boulevard (018965),1.280315086,103.8521844,2680,6800000,NA,4+1,2013,Marina Bay Suites Pte Ltd,D1 - Boat Quay / Raffles Place / Marina,Wading Pool|Lounge Terrace|Yoga Deck|Lap Pool|Gymnasium|Spa Lounge|Bbq Pits|Function Room|Landscaped Garden|Entertainment Terrace|Clubhouse|Renovated|Sea View|City View|Corner Unit|Park/greenery View|Swimming Pool View|Jacuzzi|Bathtub|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Private Lift|Balcony|Walk-in-wardrobe,NA,NA,NA,Condominium,221,Marina Bay Suites,Condominium,2537,LEASEHOLD/99 years,NA,1
1002,246 Tembeling Road (423725),1.307340722,103.9048034,883,1328000,NA,3,2011,World Class capital (LN) Pte Ltd,D15 - East Coast / Marine Parade,Renovated|City View|Corner Unit|Cooker Hob/hood|Air Conditioning|Water Heater|Bombshelter|Balcony,NA,NA,NA,Apartment,19,Tembeling Residence,Apartment,1504,FREEHOLD,NA,15
1003,121 Rivervale Drive (540121),1.386635132,103.9046714,11,4.00E+05,2,3,2000,NA,NA,Renovated|Park/greenery View|Corner Unit|Cooker Hob/hood|Air Conditioning|Water Heater|Bombshelter,NA,Fully Furnished,Sengkang,Improved,NA,Rivervale Drive,HDB 5 Rooms,338,LEASEHOLD/99 years,NA,NA
1004,91 Tampines Avenue 1 (528690),1.348753842,103.9263375,3778,2380000,NA,5,2013,Sim Lian (Tampines One) Pte. Ltd,D18 - Pasir Ris / Tampines,Renovated|Park/greenery View|City View|Swimming Pool View|Air Conditioning|Corner Unit|Jacuzzi|Water Heater|Bathtub|Cooker Hob/hood|Air Conditioning|Intercom|Balcony|Bombshelter|Maidsroom|Roof Terrace,NA,NA,NA,Condominium,696,Waterview,Condominium,630,LEASEHOLD/99 years,NA,18
1005,181A Boon Lay Drive (641181),1.348493346,103.7080987,9,450000,NA,3,1995,NA,NA,Renovated|Cooker Hob/hood|Air Conditioning|Water Heater,NA,NA,Jurong West,Model A,NA,Boon Lay Drive,HDB 4 Rooms,450,LEASEHOLD/99 years,NA,NA
1006,173 Ang Mo Kio Avenue 4 (560173),1.375296688,103.8362617,9,425000,NA,3,1982,NA,NA,Corner Unit|Cooker Hob/hood|Air Conditioning,NA,NA,Ang Mo Kio,New Generation,NA,Ang Mo Kio Avenue 4,HDB 4 Rooms,434,LEASEHOLD/99 years,NA,NA
1007,Lorong Sari,1.280208,103.786998,NA,5600000,7,6,NA,NA,D5 - Buona Vista / West Coast / Clementi New Town,Park/greenery View|Jacuzzi|Water Heater|Bathtub|Intercom|Cooker Hob/hood|Air Conditioning|Balcony|Outdoor Patio|Maidsroom|Terrace|Private Garden,NA,Partially Furnished,NA,Detached,NA,Lorong Sari,Detached,NA,FREEHOLD,NA,5
1008,CORAL ISLAND,1.250774396,103.8453741,NA,12800000,NA,4,2007,HO BEE (SENTOSA) PTE LTD,D4 - Sentosa / Harbourfront,Park/greenery View|Sea View|Swimming Pool View|Air Conditioning|Jacuzzi|Private Pool|Water Heater|Bathtub|Intercom|Cooker Hob/hood|Air Conditioning|Balcony|Walk-in-wardrobe|Roof Terrace|Outdoor Patio|Maidsroom|Terrace,NA,NA,NA,Detached,249,Sentosa Cove,Detached,NA,LEASEHOLD/99 years,NA,4
1009,188 Joo Chiat Terrace (427334),1.314984823,103.905435,1238,1770340,NA,3,2015,Santa Land Pte Ltd,D15 - East Coast / Marine Parade,Guard House|Bbq Area|Main Entrance|Gymnasium|Pool Deck|Swimming Pool|Park/greenery View|Jacuzzi|Bathtub|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Bombshelter|Balcony|Roof Terrace,NA,NA,NA,Apartment,52,One Eighties Residences,Apartment,1430,FREEHOLD,NA,15
1010,Toh Crescent,1.365454793,103.9713556,NA,5300000,3,4,NA,NA,D17 - Changi Airport / Changi Village,Cooker Hob/hood|Water Heater|Outdoor Patio|Private Garden,NA,Not Furnished,NA,Detached,NA,Toh Crescent,Detached,NA,FREEHOLD,NA,17
1011,Jalan Telipok,1.442064984,103.8258512,NA,3880000,5,6,NA,NA,D27 - Sembawang / Yishun,Renovated|Park/greenery View|Air Conditioning|Intercom|Water Heater|Cooker Hob/hood|Private Lift|Maidsroom|Roof Terrace|Outdoor Patio|Terrace|Private Garden|Balcony,NA,Fully Furnished,NA,Semi-detached,NA,Sembawang Springs Estate,Semi-Detached,NA,999 years,NA,27
1012,1 Keppel Bay View (098402),1.268160565,103.8143876,1690,2800000,NA,3,2011,Keppel Bay Pte Ltd,D4 - Sentosa / Harbourfront,Landscaped Garden|Club House|Swimming Pool|Jacuzzi|Wadpool|Securities|Gymnasium|Tennis Court|City View|Sea View|Park/greenery View|Air Conditioning|Bathtub|Intercom|Water Heater|Cooker Hob/hood|Air-conditioning|Wardrobe|Kitchen|Balcony|Maidsroom|Bombshelter,NA,NA,NA,Condominium,1129,Reflections At Keppel Bay,Condominium,1657,LEASEHOLD/99 years,NA,4
1013,615C Edgefield Plains (823615),1.403333077,103.9102563,9,455000,2,3,2012,NA,NA,Air Conditioning|Corner Unit|Water Heater|Cooker Hob/hood|Air Conditioning|Bombshelter,NA,Fully Furnished,Punggol,Model A,NA,Edgefield Plains,HDB 4 Rooms,460,LEASEHOLD/99 years,NA,NA
1014,11 Jalan Batu (431011),1.301697393,103.8825805,14,890000,2,3,1986,NA,NA,City View|Park/greenery View|Air Conditioning|Cooker Hob/hood|Walk-in-wardrobe,NA,Not Furnished,Kallang/Whampoa,Apartment,NA,Jalan Batu,HDB Executive,586,LEASEHOLD/99 years,NA,NA
1015,Springside Crescent,1.404305143,103.8198944,NA,2935000,6,5,2004,Kallang Development Pte Ltd,D26 - Mandai / Upper Thomson,Renovated|Park/greenery View|Water Heater|Intercom|Cooker Hob/hood|Air Conditioning|Balcony|Roof Terrace|Maidsroom|Terrace,NA,Fully Furnished,NA,Terrace,147,The Springside,Terrace,NA,FREEHOLD,NA,26
1016,Toh Drive,1.364643041,103.9714505,3552,2650000,4,5,2013,NA,D17 - Changi Airport / Changi Village,Swimming Pool View|Air Conditioning|Bathtub|Cooker Hob/hood|Private Lift|Balcony|Outdoor Patio|Roof Terrace|Walk-in-wardrobe,NA,NA,NA,Cluster House,NA,Toh Drive,Semi-Detached,746,FREEHOLD,NA,17
1017,Belgravia Drive,1.380656294,103.86537,3584,3100890,5,5,2017,Fairview Developments Pte Ltd,D28 - Seletar / Yio Chu Kang,Guard House|Clubhouse|Children's Playground|Swimming Pools/lap Pools|Swimming Pool View|Park/greenery View|Cooker Hob/hood|Air Conditioning|Water Heater|Bombshelter|Maidsroom|Garage|Private Garden|Roof Terrace|Balcony|Outdoor Patio,NA,Not Furnished,NA,Cluster House,118,Belgravia Villas,Terrace,865,FREEHOLD,NA,28
1018,7 Leedon Heights (267953),1.31435461,103.8038082,1076,2000808,NA,2,2014,Morganite Pte Ltd,D10 - Tanglin / Holland / Bukit Timah,Tennis Courts|Play Areas|Gymnasium|Fitness Areas|Spa Pavilions|Theme Gardens|Basketball Court|Multi-purpose Court|Mini Race Track|Restaurant/retail Space|Clubhouses|Bbq|Lap Pool / Gym Pool|Event Courts|Jacuzzis|Jogging Tracks|City View|Swimming Pool View|Park/greenery View|Renovated|Air Conditioning|Cooker Hob/hood|Intercom|Bathtub|Water Heater|Balcony|Garage,NA,NA,NA,Condominium,1715,D'Leedon,Condominium,1859,LEASEHOLD/99 years,NA,10
1019,424 Serangoon Central (550424),NA,NA,14,968000,NA,4,1989,NA,NA,Renovated|Corner Unit|Cooker Hob/hood|Air Conditioning|Water Heater,NA,NA,Serangoon,Maisonette,NA,Serangoon Central,HDB Executive,603,LEASEHOLD/99 years,NA,NA
1020,Parry View,1.365873921,103.8782855,NA,4600000,5,4,1991,PARRY PARK DEVELOPMENT PTE LTD,D19 - Hougang / Punggol / Sengkang,Renovated|Corner Unit|Park/greenery View|Air Conditioning|Bathtub|Water Heater|Maidsroom|Walk-in-wardrobe|Private Garden|Outdoor Patio|Terrace,NA,Fully Furnished,NA,Semi-detached,99,Parry Park,Semi-Detached,NA,999 years,NA,19
1021,8 Amber Road (439853),1.299599,103.898024,4112,8345000,4,4,2017,CS Amber Development Pte. Ltd.,D15 - East Coast / Marine Parade,Pool Deck|Gym|Poolside Water Feature|Sky Terrace|Dining Pavilion|Poolside Shower|Drop Off And Waiting Area|Bbq Area|Guard House|Feature Green Wall|Steam Room|Jacuzzi|Main Entrance|Drop Off Water Feature|Cascade Planter|Children's Topo Playground|48M Lap Pool|Hammock Lounge|Clubhouse|Kid's Pool|Renovated|Sea View|City View|Air Conditioning|Water Heater|Intercom|Cooker Hob/hood|Private Pool|Private Lift|Balcony|Walk-in-wardrobe|Maidsroom|Roof Terrace,NA,Partially Furnished,NA,Apartment,109,Amber Skye,Apartment,2029,FREEHOLD,NA,15
1022,589C Montreal Drive (753589),1.449862892,103.8247632,9,358888,NA,3,2002,NA,NA,Corner Unit|Cooker Hob/hood|Air Conditioning|Water Heater|Bombshelter|Walk-in-wardrobe,NA,NA,Sembawang,Model A,NA,Montreal Drive,HDB 4 Rooms,370,LEASEHOLD/99 years,NA,NA
1023,177 Tanjong Rhu Road (436607),1.295992711,103.8725791,1389,1700000,NA,3+1,2004,Far East Organization,D15 - East Coast / Marine Parade,Fitness Area|Gymnasium|Jacuzzi|Tennis Court|Swimming Pool|Barbecue Area|Club House|Play Ground|Corner Unit|City View|Park/greenery View|Air Conditioning|Cooker Hob/hood|Intercom|Bathtub|Hairdryer|Air-conditioning|Flooring For Living/dining|Flooring For Bedroom|Wardrobe,NA,NA,NA,Condominium,437,Water Place,Condominium,1224,LEASEHOLD/99 years,NA,15
1024,14A Hougang Street 11 (534070),1.352133653,103.8816819,1991,2380000,4,4,2013,Peak Garden Pte Ltd,D19 - Hougang / Punggol / Sengkang,Colonial Building|Park/greenery View|Corner Unit|Swimming Pool View|City View|Bathtub|Hairdryer|Water Heater|Air Conditioning|Cooker Hob/hood|Intercom|Balcony,NA,Partially Furnished,NA,Condominium,1145,The Minton,Condominium,1195,LEASEHOLD/99 years,NA,19
1025,36 Kim Tian Road (169279),1.284341285,103.829126,1421,2399000,NA,3+1,2008,Regency One Development Pte Ltd,D3 - Alexandra / Commonwealth,Securities|Swimming Pool|Gymnasium|Fitness Area|Club House|Car Park|Barbecue Area|Jacuzzi|City View|Swimming Pool View|Renovated|Air Conditioning|Cooker Hob/hood|Intercom|Private Pool|Water Heater|Flooring For Living/dining|Kitchen|Flooring For Bedroom|Wardrobe|Air-conditioning|Balcony|Walk-in-wardrobe|Maidsroom,NA,NA,NA,Apartment,84,Regency Suites,Apartment,1688,FREEHOLD,NA,3
1026,11 Punggol Field Walk (828744),1.392163947,103.9139505,1497,1400000,NA,4,2016,Publique Realty Pte Ltd,D19 - Hougang / Punggol / Sengkang,Air Conditioning|Cooker Hob/hood|Air Conditioning|Water Heater|Outdoor Patio,NA,NA,NA,Condominium,530,Flo Residence,Condominium,935,LEASEHOLD/99 years,NA,19
1027,370 Thomson Road (298128),1.327679058,103.8416974,3240,3350000,4,5,1976,TAN TONG MENG CO PTE LTD,D11 - Newton / Novena,Swimming Pool|Wadpool|Securities|Car Park|Renovated|Cooker Hob/hood|Air Conditioning|Water Heater|Wardrobe|Flooring For Living/dining|Flooring For Bedroom|Kitchen|Maidsroom|Balcony,NA,Fully Furnished,NA,Apartment,35,Tan Tong Meng Tower,Apartment,1034,FREEHOLD,NA,11
1028,754 Pasir Ris Street 71 (510754),1.377208631,103.9341547,10,499000,3,3,1996,NA,NA,Renovated|Park/greenery View|City View|Air Conditioning|Corner Unit|Water Heater|Air Conditioning|Cooker Hob/hood|Maidsroom,NA,NA,Pasir Ris,Model A,NA,Pasir Ris Street 71,HDB 4 Rooms,437,LEASEHOLD/99 years,NA,NA
1029,8 Amber Road (439853),1.299599,103.898024,1216,2313250,NA,2+1,2017,CS Amber Development Pte. Ltd.,D15 - East Coast / Marine Parade,Gym|Pool Deck|Dining Pavilion|Guard House|Drop Off Water Feature|Poolside Shower|48M Lap Pool|Poolside Water Feature|Steam Room|Kid's Pool|Cascade Planter|Main Entrance|Hammock Lounge|Clubhouse|Jacuzzi|Drop Off And Waiting Area|Feature Green Wall|Bbq Area|Children's Topo Playground|Sky Terrace|Corner Unit|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony,NA,NA,NA,Apartment,109,Amber Skye,Apartment,1902,FREEHOLD,NA,15
1030,22 Bedok North Drive (465497),1.325340168,103.9297529,1970,2490000,NA,4,2015,Brillamce Residential (1) Pte Ltd / Brillance Trustee Pte Ltd,D16 - Bedok / Upper East Coast,Children's Pool|Outdoor Exercise Stations|Terraced Spa Pods|Children Playground|Bbq In Maze|Tennis Court|Clubhouse With Gym And Function Rooms|Kinetic Fish Water Feature|Reflective Pools|Water Lounge Sunbeds|Senior Fitness Stations|Infinity Lap Pool|Jetty Pavilion|Park/greenery View|Renovated|Corner Unit|City View|Swimming Pool View|Bathtub|Hairdryer|Water Heater|Air Conditioning|Cooker Hob/hood|Intercom|Balcony,NA,NA,NA,Apartment,583,Bedok Residences,Apartment,1264,LEASEHOLD/99 years,NA,16
1031,53 Commonwealth Drive (142053),NA,NA,9,860000,2,3,2015,NA,NA,Corner Unit|Park/greenery View|City View|Renovated|Air Conditioning|Water Heater|Cooker Hob/hood|Bombshelter,NA,Fully Furnished,Queenstown,Model A,NA,Commonwealth Drive,HDB 4 Rooms,833,LEASEHOLD/99 years,NA,NA
1032,Springside Link,1.40359722,103.8210101,NA,3500000,3,6,2004,Kallang Development Pte Ltd,D26 - Mandai / Upper Thomson,Renovated|Corner Unit|Air Conditioning|Cooker Hob/hood|Air Conditioning|Water Heater|Bathtub|Jacuzzi|Balcony|Maidsroom|Outdoor Patio|Walk-in-wardrobe|Private Garden,NA,Fully Furnished,NA,Corner Terrace,147,The Springside,Terrace,NA,FREEHOLD,NA,26
1033,60 Phoenix Road (668198),1.375942207,103.756102,3369,2622000,4,4,NA,TrustHouse Pte Ltd,D23 - Dairy Farm / Bukit Panjang / Choa Chu Kang,Landscaped Courtyard|Tennis Court|Spa Pavilion|Front Water Cascade|Playground|River Pool|Children's Pool|Serenity Pool|Central Swimming Pool|Cascade Landscape|Swimming Pool View|Air Conditioning|Water Heater|Maidsroom|Roof Terrace,NA,Partially Furnished,NA,Condominium,228,Hillsta,Condominium,778,LEASEHOLD/99 years,NA,23
1034,38 Lengkong Tujoh (417392),1.329431517,103.9148046,560,738000,1,1+1,NA,Hoi Hup Sunway Property Pte Ltd,D14 - Eunos / Geylang / Paya Lebar,Tennis Court|Club House|Barbecue Area|Securities|Swimming Pool|Fitness Area|Wadpool|Gymnasium|Air Conditioning|Cooker Hob/hood|Intercom|Water Heater|Kitchen|Flooring For Bedroom|Air-conditioning|Flooring For Living/dining|Wardrobe|Balcony,NA,NA,NA,Condominium,473,Vacanza @ East,Condominium,1318,FREEHOLD,NA,14
1035,23 Sembawang Crescent (757054),1.443804074,103.8187871,1066,837000,NA,3,2018,Sembawang Residences Pte. Ltd.,D27 - Sembawang / Yishun,Original Condition|Corner Unit|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony,NA,NA,NA,Executive Condominium,628,Parc Life,Condominium,785,LEASEHOLD/99 years,NA,27
1036,1 Dundee Road (149456),1.294827941,103.8067413,947,1400000,2,3,NA,HY Realty (Dundee) Pte Ltd,D3 - Alexandra / Commonwealth,Park/greenery View|City View|Air Conditioning|Cooker Hob/hood|Bathtub|Water Heater|Balcony|Maidsroom|Walk-in-wardrobe,NA,Partially Furnished,NA,Condominium,736,Queens Peak,Condominium,1478,LEASEHOLD/99 years,NA,3
1037,343 Yishun Avenue 11 (760343),1.428977001,103.8440402,10,380000,NA,3,1988,NA,NA,Park/greenery View|Water Heater|Air Conditioning|Cooker Hob/hood,NA,NA,Yishun,Model A,NA,Yishun Avenue 11,HDB 4 Rooms,327,LEASEHOLD/99 years,NA,NA
1038,467B Admiralty Drive (752467),NA,NA,10,380000,2,4,2001,NA,NA,Corner Unit|Park/greenery View|Renovated|Cooker Hob/hood|Water Heater|Air Conditioning|Bombshelter,NA,Partially Furnished,Sembawang,Premium Apartment,NA,Admiralty Drive,HDB 4 Rooms,346,LEASEHOLD/99 years,NA,NA
1039,33 Yishun Street 51 (767991),1.416946782,103.8450009,947,710500,3,3,2017,Gee-I Investments Pte. Ltd.,D27 - Sembawang / Yishun,Corner Unit|Swimming Pool View|Park/greenery View|Renovated|Air Conditioning|Cooker Hob/hood|Intercom|Water Heater|Jacuzzi|Balcony|Outdoor Patio|Walk-in-wardrobe,NA,Partially Furnished,NA,Condominium,525,Signature At Yishun,Condominium,750,LEASEHOLD/99 years,NA,27
1040,3 Miltonia Close (768049),1.418065509,103.8478515,4672,2763000,NA,5,2016,TG Master Pte Ltd,D27 - Sembawang / Yishun,Shuttle Bus Waiting Area|Children's Playground|Reflective Pool|Jogging Track|Changing Rooms With Sauna|Club Orion|Splash Pad|Cabana|Garden And Waterscape|Tranquil Garden|Wet Lounge|Water Spa Alcoves|Sun Deck|Fitness Station|50M Lap Pool And Leisure Pool|Tennis Court|Serene Garden|Sky Gym|Mediation Garden|Bbq And Alfresco Dining|Pool Deck|Children's Pool|Shops|Celebration Lawn|Arrival Plaza|Park/greenery View|Swimming Pool View|Jacuzzi|Cooker Hob/hood|Air Conditioning|Water Heater|Intercom|Balcony|Roof Terrace|Outdoor Patio|Bombshelter|Walk-in-wardrobe|Terrace,NA,NA,NA,Walk-up Apt,420,Skies Miltonia,Condominium,591,LEASEHOLD/99 years,NA,27
1041,Leedon Heights,1.315549352,103.8020455,NA,7888560,5,6,NA,NA,D10 - Tanglin / Holland / Bukit Timah,Renovated|Park/greenery View|Swimming Pool View|Air Conditioning|Jacuzzi|Water Heater|Bathtub|Cooker Hob/hood|Air Conditioning|Walk-in-wardrobe|Roof Terrace|Outdoor Patio|Maidsroom|Private Garden,NA,Fully Furnished,NA,Semi-detached,NA,Leedon Heights,Semi-Detached,NA,LEASEHOLD/99 years,NA,10
1042,72 Stevens Road (257873),1.318106484,103.8261656,1012,1690000,2,2,NA,Heeton Land Pte Ltd,D10 - Tanglin / Holland / Bukit Timah,Swimming Pool|Gymnasium|Swimming Pool View|Renovated|Corner Unit|Air Conditioning|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Flooring For Living/dining|Air-conditioning|Wardrobe|Kitchen|Flooring For Bedroom|Outdoor Patio|Bombshelter,NA,Fully Furnished,NA,Apartment,17,The Element @ Stevens,Apartment,1670,FREEHOLD,NA,10
1043,117 Woodgrove Avenue (737831),NA,NA,3358,3100000,4,4,2015,Far East Organization,D25 - Admiralty / Woodlands,Swimming Pool View|Renovated|Park/greenery View|Bathtub|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Outdoor Patio|Maidsroom|Walk-in-wardrobe|Roof Terrace,NA,Partially Furnished,NA,Townhouse,337,Woodhaven,Condominium,923,LEASEHOLD/99 years,NA,25
1044,2 Pandan Valley (597626),1.320441712,103.7789725,6867,5880000,5,7,1978,DBS Realty Pte Ltd,D21 - Clementi Park / Upper Bukit Timah,Gymnasium|Securities|Play Ground|Swimming Pool|Club House|Car Park|Squash Court|Tennis Court|Multi Purpose Hall|City View|Corner Unit|Sea View|Park/greenery View|Renovated|Water Heater|Cooker Hob/hood|Air Conditioning|Flooring For Bedroom|Flooring For Living/dining|Wardrobe|Balcony|Walk-in-wardrobe|Terrace|Maidsroom|Private Garden,NA,Fully Furnished,NA,Condominium,623,Pandan Valley,Condominium,856,FREEHOLD,NA,21
1045,568 Upper East Coast Road (466584),NA,NA,1001,1045000,NA,2,1998,Wing Fong Development Pte Ltd (Torie Group),D16 - Bedok / Upper East Coast,Swimming Pool|Car Park|Club House|Wadpool|Play Ground|Multi Purpose Hall|Park/greenery View|Cooker Hob/hood|Air Conditioning|Water Heater|Air-conditioning|Flooring For Bedroom|Kitchen|Flooring For Living/dining,NA,NA,NA,Apartment,65,The Daffodil,Apartment,1044,FREEHOLD,NA,16
1046,11 Kee Seng Street (089218),1.27498598,103.8421288,1141,2450000,NA,3,2017,Heeton Holdings Ltd,D2 - Chinatown / Tanjong Pagar,Outdoor Kitchenette|Changing Room|Pavilion|Daybed Cabanas|Booklover's Corner|Spa Seats|Daydream Pods|Contemplation Deck|Epi Club|Alfresco Dining|Garden Lounge|Onze Bar|15M Leisure Pool|Fitness Haven|Sun Lounges|25M Lap Pool|Aqua Deck|Rain Shower|Cocktail Verandah|Renovated|Park/greenery View|Corner Unit|City View|Swimming Pool View|Sea View|Water Heater|Intercom|Cooker Hob/hood|Air Conditioning|Jacuzzi|Balcony|Outdoor Patio|Garage|Bombshelter|Maidsroom,NA,NA,NA,Apartment,56,Onze @ Tanjong Pagar,Apartment,2147,FREEHOLD,NA,2
1047,28 Jalan Lempeng (128807),1.318239212,103.761904,1335,1376000,NA,2,2017,Clementi Development Pte Ltd,D5 - Buona Vista / West Coast / Clementi New Town,Corner Unit|Swimming Pool View|Sea View|Park/greenery View|Renovated|Air Conditioning|Cooker Hob/hood|Intercom|Water Heater|Balcony|Outdoor Patio|Bombshelter|Maidsroom|Terrace,NA,NA,NA,Condominium,755,The Trilinq,Condominium,1031,LEASEHOLD/99 years,NA,5
1048,179 Jalan Loyang Besar (506926),1.379283227,103.960986,2078,1880000,NA,4,2009,Sustained Land Pte Ltd,D17 - Changi Airport / Changi Village,Sea View|Cooker Hob/hood|Water Heater|Air Conditioning|Intercom|Jacuzzi|Balcony|Roof Terrace,NA,NA,NA,Apartment,40,Coastal View Residences,Apartment,905,999 years,NA,17
1049,958 Hougang Street 91 (530958),1.376637461,103.879787,11,445000,NA,3,1999,NA,NA,Corner Unit|Air Conditioning|Water Heater|Bombshelter|Balcony,NA,NA,Hougang,Model A,NA,Hougang Street 91,HDB 5 Rooms,356,LEASEHOLD/99 years,NA,NA
1050,1 Balmoral Road (259784),1.313765464,103.8298457,1410,2999999,3,3,2016,Hong Leong Holdings Ltd,D10 - Tanglin / Holland / Bukit Timah,Meditation Garden|Clubhouse|Children Playground|Gymnasium|Table Games Pavilion|Guardhouse|Lap Pool|Changing Rooms|Water Feature|Outdoor Fitness Area|Bbq Pavilions|Air Conditioning|Air Conditioning|Balcony,NA,Partially Furnished,NA,Condominium,91,One Balmoral (enbloc),Condominium,2128,FREEHOLD,NA,10
1051,96 Commonwealth Crescent (140096),1.306196577,103.8012036,6,290000,2,2+1,1970,NA,NA,Renovated|Air Conditioning|Water Heater,NA,NA,Queenstown,Improved,NA,Commonwealth Crescent,HDB 3 Rooms,421,LEASEHOLD/99 years,NA,NA
1052,16 Pine Grove (597593),1.316935834,103.7749538,1314,1500000,3,3+1,1996,First Capital Corporation,D21 - Clementi Park / Upper Bukit Timah,Tennis Court|Club House|Play Ground|Swimming Pool|Securities|Squash Court|Fitness Area|Wadpool|Car Park|Barbecue Area|Gymnasium|Corner Unit|Swimming Pool View|Renovated|Air Conditioning|Intercom|Cooker Hob/hood|Water Heater|Flooring For Living/dining|Flooring For Bedroom|Balcony|Walk-in-wardrobe,NA,NA,NA,Condominium,254,Cavendish Park,Condominium,1142,LEASEHOLD/99 years,NA,21
1053,10 Alexandra View (158745),1.290154462,103.8165298,786,1364999,NA,2,NA,NA,D3 - Alexandra / Commonwealth,Renovated|City View|Swimming Pool View|Corner Unit|Water Heater|Intercom|Cooker Hob/hood|Air Conditioning|Balcony|Bombshelter|Maidsroom,NA,NA,NA,Apartment,NA,Artra,Apartment,1737,LEASEHOLD/99 years,NA,3
1054,103 Woodlands View (737709),1.443656735,103.8110275,1270,941950,NA,4,NA,Hao Yuan (Woodlands) Pte Ltd,D25 - Admiralty / Woodlands,Renovated|Park/greenery View|Corner Unit|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony,NA,NA,NA,Executive Condominium,358,Northwave,Condominium,742,LEASEHOLD/99 years,NA,25
